51050601-9,Jimin,"[""0Jimin! I heard you went somewhere with Jeongguk!"",""Guess what we're doing! Hehe""]",91,SMS_I_Jimin_06_02_01,156,SMS_I_Jimin_06_03_01,130,SMS_I_Jimin_06_04_01,Going to the shooting range?,Playing a shooter game?,I don't know...
51050601-18,Jimin,"[""0Jimin! I heard you went somewhere with Jeongguk!"",""But it's fun, lol!""]",91,SMS_I_Jimin_06_05_01,130,SMS_I_Jimin_06_06_01,156,SMS_I_Jimin_06_07_01,Focus on the game!,Does Jeongguk scold you?,#It's fine if you're having fun!
51050801-6,Jimin,"[""Why are you so kind, Jimin?"","":Being so kind to a street cat you've never met before...""]",156,SMS_I_Jimin_08_02_01,91,SMS_I_Jimin_08_03_01,130,SMS_I_Jimin_08_04_01,"6If love was a person I wonder if it'd be you, Jimin.",I want to be a street cat...,&How did you become such a kind person?
51050801-16,Jimin,"[""Why are you so kind, Jimin?"",""Hating people is distressing""]",130,SMS_I_Jimin_08_05_01,156,SMS_I_Jimin_08_06_01,0,0,I kind of enjoy it...,I understand how you feel!,
51060101-14,V,"[""Taehyung"",""Do you know why, Manager?""]",130,SMS_I_V_01_02_01,156,SMS_I_V_01_03_01,91,SMS_I_V_01_04_01,"&I'm not sure, I don't know either.","What do you think, Taehyung?",8It's because of the color violet's refractive index.
51060201-17,V,"[""I figured it out"",""How does that sound?""]",156,SMS_I_V_02_02_01,130,SMS_I_V_02_03_01,91,SMS_I_V_02_04_01,It's great!,That's grand.,I'm not so sure...
51060301-10,V,"[""EDon't you think it would be possible to play EDM using a saxophone?"",""Oh, and also... Hm...""]",91,SMS_I_V_03_02_01,130,SMS_I_V_03_03_01,156,SMS_I_V_03_04_01,"+You really are 4-dimensional, aren't you.",Is your blood type AB?,";Your mind moves so fast, Taehyung, the world can't keep up!"
51060301-21,V,"[""EDon't you think it would be possible to play EDM using a saxophone?"",""Cypher cypher!""]",156,SMS_I_V_03_05_01,130,SMS_I_V_03_06_01,0,0,"%Do whatever you want to do, Taehyung!",Rap? Will you be able to...,
51060601-20,V,"[""Taehyung where are you?"",""&Am I a little difficult to understand?""]",130,SMS_I_V_06_02_01,156,SMS_I_V_06_03_01,91,SMS_I_V_06_04_01,It can seem that way sometimes.,%That's what's charming about you.,"Nope, not at all!"
51060701-26,V,"[""???"",""Stuff like that""]",130,SMS_I_V_07_02_01,91,SMS_I_V_07_03_01,156,SMS_I_V_07_04_01,Can I use it now?,I want to save it!,You're going to do anything?
51070101-10,Jungkook,"[""Jeongguk"",""I can get items if I invite you.""]",130,SMS_I_Jungkook_01_02_01,156,SMS_I_Jungkook_01_03_01,0,0,I feel used.,"Invite me all you want, then.",
51070101-25,Jungkook,"[""Jeongguk"",""Is GeniusManager you, Manager?""]",156,SMS_I_Jungkook_01_05_01,130,SMS_I_Jungkook_01_06_01,0,0,Who else would it be?,Have you been paying attention?,
51070101-35,Jungkook,"[""Jeongguk"",""*..Thank you..*""]",130,SMS_I_Jungkook_01_08_01,156,SMS_I_Jungkook_01_09_01,0,0,You don't like it?,"Alright, thanks.",
51070301-11,Jungkook,"[""Jeongguk"",""Ah... I mean, it's good.""]",156,SMS_I_Jungkook_03_02_01,91,SMS_I_Jungkook_03_03_01,130,SMS_I_Jungkook_03_04_01,"0You're playing a game right now, aren't you?",Wow rekt,I thought you were a robot!
51070301-23,Jungkook,"[""Jeongguk"",""Yesyesyesyesyesyes""]",156,SMS_I_Jungkook_03_05_01,130,SMS_I_Jungkook_03_06_01,91,SMS_I_Jungkook_03_07_01,"That much, huh?",Me or lamb kebabs?,Never mind.
51070501-10,Jungkook,"[""The hyungs made fun of me."",""0Even though Namjun hyung's done this before...""]",130,SMS_I_Jungkook_05_02_01,156,SMS_I_Jungkook_05_03_01,0,0,That was mean!,!They do it because you're cute.,
51070501-27,Jungkook,"[""The hyungs made fun of me."",""I didn't think you'd come.""]",130,SMS_I_Jungkook_05_05_01,156,SMS_I_Jungkook_05_06_01,0,0,Don't forget next time.,How could I not?,
51070601-6,Jungkook,"[""Manager"",""What do I hate the MOST?""]",156,SMS_I_Jungkook_06_02_01,130,SMS_I_Jungkook_06_03_01,91,SMS_I_Jungkook_06_04_01,Bugs.,Mondays.,All the conflict in the world.
51070601-15,Jungkook,"[""Manager"",""&Made me realize what I really dislike.""]",130,SMS_I_Jungkook_06_05_01,156,SMS_I_Jungkook_06_06_01,91,SMS_I_Jungkook_06_07_01,Waking up early?,Jimin?,Dieting?
51070701-15,Jungkook,"[""Look at this"",""Pfft.""]",91,SMS_I_Jungkook_07_02_01,156,SMS_I_Jungkook_07_03_01,130,SMS_I_Jungkook_07_04_01,"Sure, sure.","%A little arrogant today, aren't we?","Your face is #1, too."
